-0.0096,0.0096
0.0096,0.0096
0.0096,-0.0096
-0.0096,-0.0096
0.0096,-0.0085895
0.0096,-0.0075789
0.0096,-0.0065684
0.0096,-0.0055579
0.0096,-0.0045474
0.0096,-0.0035368
0.0096,-0.0025263
0.0096,-0.0015158
0.0096,-0.00050526
0.0096,0.00050526
0.0096,0.0015158
0.0096,0.0025263
0.0096,0.0035368
0.0096,0.0045474
0.0096,0.0055579
0.0096,0.0065684
0.0096,0.0075789
0.0096,0.0085895
0.0085895,0.0096
0.0075789,0.0096
0.0065684,0.0096
0.0055579,0.0096
0.0045474,0.0096
0.0035368,0.0096
0.0025263,0.0096
0.0015158,0.0096
0.00050526,0.0096
-0.00050526,0.0096
-0.0015158,0.0096
-0.0025263,0.0096
-0.0035368,0.0096
-0.0045474,0.0096
-0.0055579,0.0096
-0.0065684,0.0096
-0.0075789,0.0096
-0.0085895,0.0096
-0.0085895,-0.0096
-0.0075789,-0.0096
-0.0065684,-0.0096
-0.0055579,-0.0096
-0.0045474,-0.0096
-0.0035368,-0.0096
-0.0025263,-0.0096
-0.0015158,-0.0096
-0.00050526,-0.0096
0.00050526,-0.0096
0.0015158,-0.0096
0.0025263,-0.0096
0.0035368,-0.0096
0.0045474,-0.0096
0.0055579,-0.0096
0.0065684,-0.0096
0.0075789,-0.0096
0.0085895,-0.0096
-0.0096,0.0085895
-0.0096,0.0075789
-0.0096,0.0065684
-0.0096,0.0055579
-0.0096,0.0045474
-0.0096,0.0035368
-0.0096,0.0025263
-0.0096,0.0015158
-0.0096,0.00050526
-0.0096,-0.00050526
-0.0096,-0.0015158
-0.0096,-0.0025263
-0.0096,-0.0035368
-0.0096,-0.0045474
-0.0096,-0.0055579
-0.0096,-0.0065684
-0.0096,-0.0075789
-0.0096,-0.0085895
-1.0321e-06,-0.00088501
9.1596e-05,0.00086606
0.00075431,0.00015488
-0.00068276,-0.00019699
-0.0089107,0.0089107
-0.0080766,0.0087755
-0.0087697,0.0080847
-0.0071059,0.0086954
-0.0086907,0.0071036
-0.0060784,0.0087152
-0.0087015,0.0060755
-0.0050526,0.0087249
-0.0087158,0.0050565
-0.0040421,0.0087249
-0.0087249,0.0040421
-0.0030316,0.0087249
-0.0087249,0.0030316
-0.0020211,0.0087249
-0.0087249,0.0020211
-0.0010105,0.0087249
-0.0087249,0.0010105
0,0.0087249
-0.0087249,0
0.0010105,0.0087249
